selection_index,candidate_id,source_dataset,edit_type,instruction_original,local_caption,source_split,source_shard,source_row,source_record_id,source_group_id,scene_group_id,reference_categories,selection_tier,selection_focus
260,cb_train-00002-of-00007_0108,CompBench,add,add a bird-like object on the rightmost side with its head pointing to the lower right corner,a grey and black bird,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,108,ec27366a/1/00039.png,cb-src-a32c4fdae97a5f27fed8,cb-scene-ec27366a,extreme|side,A,extreme_or_superlative_instance|directional_instance
261,cb_train-00002-of-00007_0125,CompBench,add,add a leftmost giraffe similar to the others,a giraffe on the leftmost side,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,125,f6f8b4a6/1/00001.png,cb-src-b717a95e568116def7e3,cb-scene-f6f8b4a6,extreme,B,extreme_or_superlative_instance
262,cb_train-00002-of-00007_0245,CompBench,remove,remove the leftmost zebra at the bottom,muddy ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,245,12fdc864/3/00041.png,cb-src-1857469d2429750b6d5d,cb-scene-12fdc864,extreme|side,A,extreme_or_superlative_instance|directional_instance
263,cb_train-00002-of-00007_0331,CompBench,remove,remove the fish on the upper rightmost,blue fish tank wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,331,1fb378d9/5/00007.png,cb-src-3b3870f010f2278fb074,cb-scene-1fb378d9,extreme|side,A,extreme_or_superlative_instance|directional_instance
264,cb_train-00002-of-00007_0367,CompBench,remove,remove the chicken at the lower leftmost,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,367,2895bb8b/0/00049.png,cb-src-eb164ccacc5c4f36322b,cb-scene-2895bb8b,extreme|side,A,extreme_or_superlative_instance|directional_instance
265,cb_train-00003-of-00007_0136,CompBench,remove,remove the lizard at the lower leftmost,floor and black wood,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,136,5825f0e0/1/00015.png,cb-src-8f9c698ee0c4874c7ef8,cb-scene-5825f0e0,extreme|side,A,extreme_or_superlative_instance|directional_instance
266,cb_train-00003-of-00007_0245,CompBench,remove,remove the white rabbit at the lower leftmost,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,245,7be91184/7/00024.png,cb-src-81b134446248cae2f676,cb-scene-7be91184,extreme|side,A,extreme_or_superlative_instance|directional_instance
267,cb_train-00003-of-00007_0302,CompBench,remove,remove the airplane on the uppermost part of the cluster,blue sky and white clouds,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,302,82a3db34/0/00031.png,cb-src-54080946bd40188086a1,cb-scene-82a3db34,extreme,B,extreme_or_superlative_instance
268,cb_train-00004-of-00007_0112,CompBench,remove,remove the leftmost turtle at the bottom,green water,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,112,94f7c53e/0/00005.png,cb-src-f77f994e298130ed7794,cb-scene-94f7c53e,extreme|side,A,extreme_or_superlative_instance|directional_instance
269,cb_train-00004-of-00007_0118,CompBench,remove,remove the white rabbit at the lower leftmost,green grass and net,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,118,9519832a/0/00004.png,cb-src-01e3d4e0b20d4669b5c7,cb-scene-9519832a,extreme|side,A,extreme_or_superlative_instance|directional_instance
270,cb_train-00004-of-00007_0119,CompBench,remove,remove the rabbit in the lower leftmost,green grass and barbed wire,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,119,9519832a/0/00020.png,cb-src-71f6b98530bb398481f0,cb-scene-9519832a,extreme|side,A,extreme_or_superlative_instance|directional_instance
271,cb_train-00005-of-00007_0070,CompBench,remove,remove the sheep in the upper leftmost,wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,70,d869a3cf/1/00068.png,cb-src-6187f05751f6b460a333,cb-scene-d869a3cf,extreme|side,A,extreme_or_superlative_instance|directional_instance
272,cb_train-00005-of-00007_0110,CompBench,remove,remove the monkey in the upper rightmost,white roof and ropes,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,110,e1b7f212/3/00001.png,cb-src-c18e2665c8107aa8fcb0,cb-scene-e1b7f212,extreme|side,A,extreme_or_superlative_instance|directional_instance
273,cb_train-00005-of-00007_0223,CompBench,remove,remove the leftmost bird from the flock,ground and sky,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,223,fdb2e432/1/00033.png,cb-src-91842f5c3e6ff1a3f09c,cb-scene-fdb2e432,extreme,B,extreme_or_superlative_instance
274,cb_train-00005-of-00007_0249,CompBench,replace,replace the rightmost black-clothed person with a white-clothed woman without a backpack,a white-clothed person riding a bicycle,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,249,03e5f069/1/00003.png,cb-src-73150900142ea8907d9d,cb-scene-03e5f069,extreme,B,extreme_or_superlative_instance
275,cb_train-00005-of-00007_0298,CompBench,replace,replace the leftmost person with a person in black who is facing away,a person in black and a wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,298,86a2b59f/1/00017.png,cb-src-ecf706c1b7e73e3d3954,cb-scene-86a2b59f,extreme,B,extreme_or_superlative_instance
276,cb_train-00005-of-00007_0327,CompBench,replace,replace the rightmost car with a black car moving to the right,a black car and the ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,327,a46b7b77/0/00048.png,cb-src-b205c91fd06a2111a7df,cb-scene-a46b7b77,extreme,B,extreme_or_superlative_instance
277,cb_train-00006-of-00007_0362,CompBench,multi_object_remove,remove the two birds flying above,grassland|grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,362,7286b176_00024.png,cb-src-67895017cdbcc0c94b1b,cb-scene-7286b176,relative,A,relative_to_neighbor|multiple_edit_targets
278,cb_train-00006-of-00007_0399,CompBench,multi_object_remove,remove the yellow dog and the dog behind the white dog in front,ground|ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,399,ba4b3b09_00024.png,cb-src-13280e031967a27fb133,cb-scene-ba4b3b09,relative,A,relative_to_neighbor|multiple_edit_targets
279,cb_train-00006-of-00007_0401,CompBench,multi_object_remove,remove the rightmost and the leftmost flamingos,rock and ground|rock and ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,401,c30641cf_00001.png,cb-src-b3738fda18cebbff6e18,cb-scene-c30641cf,extreme,A,extreme_or_superlative_instance|multiple_edit_targets
280,cb_train-00000-of-00007_0028,CompBench,add,add a tiger on the right of the two tigers facing left with similar fur color to the others,a tiger,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,28,05ed1023/0/00006.png,cb-src-496738c3878baf45ad50,cb-scene-05ed1023,side,B,directional_instance
281,cb_train-00000-of-00007_0130,CompBench,add,add a duck on the upper right corner similar to other ducks,a brownish-gray duck,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,130,1e95ef5e/0/00005.png,cb-src-909e1232606341315ca3,cb-scene-1e95ef5e,side,B,directional_instance
282,cb_train-00000-of-00007_0154,CompBench,add,add a sheep on the upper right of the bottom sheep that is similar to it,two white and yellow sheep,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,154,25af2eeb/14/00033.png,cb-src-6aea8d6737ba9e8be911,cb-scene-25af2eeb,side,B,directional_instance
283,cb_train-00000-of-00007_0165,CompBench,add,add a bird similar to the one on the left of the bird,a yellow and red bird,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,165,2b0e34d3/1/00050.png,cb-src-6befcef1b0c80f56d68e,cb-scene-2b0e34d3,side,B,directional_instance
284,cb_train-00000-of-00007_0213,CompBench,add,add a bear on the right side of the bear on the right with similar fur color and facing away,a brown cub,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,213,34ccea00/0/00034.png,cb-src-d8e9d98c1dc1e7f37e2d,cb-scene-34ccea00,side,B,directional_instance
285,cb_train-00000-of-00007_0229,CompBench,add,add a black and white duck with its head facing right on the upper left corner of the group of ducks,a black and white duck,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,229,37af9ac1/7/00099.png,cb-src-d1126567e539f8bde43a,cb-scene-37af9ac1,side,B,directional_instance
286,cb_train-00000-of-00007_0232,CompBench,add,add a similar small zebra on the left side of the right zebra,a zebra,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,232,3b19c5c3/3/00034.png,cb-src-5e69ba201fb640de9e8d,cb-scene-3b19c5c3,side,B,directional_instance
287,cb_train-00000-of-00007_0245,CompBench,add,add a white-bodied black-mouthed dog running to the right on the right side of the group of dogs,a white-bodied black-mouthed dog,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,245,4539b907/1/00003.png,cb-src-6d0f357ad626a5a0d169,cb-scene-4539b907,side,B,directional_instance
288,cb_train-00000-of-00007_0301,CompBench,add,add a yellow and black duck with its head pointing to the lower left on the left side of the group of ducks,a yellow and black duck,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,301,6149becc/2/00126.png,cb-src-74734327d19f86e04b2c,cb-scene-6149becc,side,B,directional_instance
289,cb_train-00000-of-00007_0326,CompBench,add,add a similar airplane on the far right side of the lower airplane,a airplane,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,326,76303516/1/00012.png,cb-src-d79cad5b38d1669a606f,cb-scene-76303516,side,B,directional_instance
290,cb_train-00000-of-00007_0344,CompBench,add,add a white rabbit on the left side of the group of rabbits with its head facing the lower right corner,a white rabbit,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,344,7be91184/7/00022.png,cb-src-ac29d02aae7ead6ca41c,cb-scene-7be91184,side,B,directional_instance
291,cb_train-00000-of-00007_0349,CompBench,add,add a bird on the far left that is similar to other birds,a black and white bird,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,349,7c6d3504/0/00067.png,cb-src-34b7f50f90e9f8d724f1,cb-scene-7c6d3504,side,B,directional_instance
292,cb_train-00001-of-00007_0192,CompBench,add,add a white duck with its upper body exposed facing right on the lower right corner of the group of ducks,a white duck,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,192,994ed763/0/00038.png,cb-src-287c5095a5d688339b92,cb-scene-994ed763,side,B,directional_instance
293,cb_train-00001-of-00007_0209,CompBench,add,add a goldfish on the left side of the goldfish swimming from left to right with similar color but opposite direction,a red fish,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,209,9b5f0f47/3/00002.png,cb-src-edcc160e66b6416e71b3,cb-scene-9b5f0f47,side,B,directional_instance
294,cb_train-00001-of-00007_0250,CompBench,add,add a zebra on the left side of the lead zebra in the herd with its head towards the ground,two zebras,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,250,a3e85b4b/3/00020.png,cb-src-d9faa2c56f834019172e,cb-scene-a3e85b4b,side,B,directional_instance
295,cb_train-00001-of-00007_0314,CompBench,add,add a yellow dog on the right side of the group of dogs with its head facing left,a yellow dog,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,314,ac7deb19/1/00004.png,cb-src-8cf6473d5ef11eaba2f4,cb-scene-ac7deb19,side,B,directional_instance
296,cb_train-00001-of-00007_0328,CompBench,add,add a similar cat on the right side of the cat,a yellow cat,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,328,b12701b7/2/00012.png,cb-src-1451e76f89ff445b69b1,cb-scene-b12701b7,side,B,directional_instance
297,cb_train-00001-of-00007_0358,CompBench,add,add a black and white spotted dog with its head tilted on the right rear of the two dogs,a black and white dog,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,358,ba4b3b09/5/00024.png,cb-src-990ce40927b465f550f5,cb-scene-ba4b3b09,side,B,directional_instance
298,cb_train-00001-of-00007_0375,CompBench,add,add a bird similar to the one on the left of the bird,a pinkish flamingo,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,375,c30641cf/1/00024.png,cb-src-a03cd6d6b01cc1914afe,cb-scene-c30641cf,side,B,directional_instance
299,cb_train-00001-of-00007_0398,CompBench,add,add a large brown cow on the left side of the cow with the same direction,a white-faced yellow cow,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,398,c9351029/0/00007.png,cb-src-2c6c49efbc5bf9a9ab06,cb-scene-c9351029,side,B,directional_instance
300,cb_train-00001-of-00007_0401,CompBench,add,add a bird on the right with similar feather color to other birds and its head facing right,a green bird,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,401,ca74a924/1/00002.png,cb-src-2be3f12471d06df0c105,cb-scene-ca74a924,side,B,directional_instance
301,cb_train-00001-of-00007_0406,CompBench,add,add a black horse on the left side of the right horse that is similar in shape,a black horse,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,406,cb170015/1/00003.png,cb-src-8f9f9fe3077320162750,cb-scene-cb170015,side,B,directional_instance
302,cb_train-00001-of-00007_0409,CompBench,add,add a brown horse running in the same direction on the right side of the horse,a brown horse,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,409,cb8eedf4/0/00023.png,cb-src-bf8187e35a1c4c9e2b20,cb-scene-cb8eedf4,side,B,directional_instance
303,cb_train-00002-of-00007_0062,CompBench,add,add a fish on the right side of the left fish that is similar in size,a red fish,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,62,dc8679e0/0/00024.png,cb-src-b73577fc09513c7094ce,cb-scene-dc8679e0,side,B,directional_instance
304,cb_train-00002-of-00007_0067,CompBench,add,add a similar chicken on the right side of the bottom chicken,a yellow chicken,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,67,de2f2a6a/1/00111.png,cb-src-6f9ccab482ad8b7a5212,cb-scene-de2f2a6a,side,B,directional_instance
305,cb_train-00002-of-00007_0070,CompBench,add,add a zebra on the left side of the right zebra with similar fur and facing away,a zebra,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,70,e15e4de8/0/00062.png,cb-src-7e935f21f1f61784b094,cb-scene-e15e4de8,side,B,directional_instance
306,cb_train-00002-of-00007_0084,CompBench,add,add a black fish on the right side of the school of fish facing left,a black fish,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,84,e3dcd186/4/00039.png,cb-src-e3ba07c48928d4819e37,cb-scene-e3dcd186,side,B,directional_instance
307,cb_train-00002-of-00007_0087,CompBench,add,add a tiger on the upper side of the bottom tiger with similar fur and body facing right,a tiger,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,87,e5665030/1/00008.png,cb-src-0e33d163566b5b9c0b14,cb-scene-e5665030,side,B,directional_instance
308,cb_train-00002-of-00007_0116,CompBench,add,add an elephant on the left side of the left elephant facing left with a similar color,an elephant,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,116,efa25913/1/00089.png,cb-src-c09434d6844546cff836,cb-scene-efa25913,side,B,directional_instance
309,cb_train-00002-of-00007_0122,CompBench,add,add a panda hugging the tree on the left side of the two pandas in the tree,a panda,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,122,f5d2d8d3/0/00030.png,cb-src-8fbfd97da044f900d57d,cb-scene-f5d2d8d3,side,B,directional_instance
310,cb_train-00002-of-00007_0142,CompBench,add,add a bird on the left side of the bird with similar feather color facing left,a black bird,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,142,fdb2e432/1/00014.png,cb-src-50be60f62fb9b182f8e9,cb-scene-fdb2e432,side,B,directional_instance
311,cb_train-00002-of-00007_0244,CompBench,remove,remove the second zebra from the left leaning downwards,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,244,12fdc864/3/00007.png,cb-src-11edc5a7e862e5aa69f4,cb-scene-12fdc864,ordinal,A,ordinal_instance
312,cb_train-00002-of-00007_0323,CompBench,remove,remove the duck in the upper right corner of the duck group,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,323,1e95ef5e/0/00004.png,cb-src-219af1aaf93d187ddf09,cb-scene-1e95ef5e,side,B,directional_instance
313,cb_train-00002-of-00007_0363,CompBench,remove,remove the second sheep from the bottom,white yellow sheep and ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,363,25af2eeb/14/00031.png,cb-src-30163d8ff3c5e370aa8e,cb-scene-25af2eeb,ordinal,A,ordinal_instance
314,cb_train-00002-of-00007_0366,CompBench,remove,remove the third fish from the left,rock and yellow-bodied black-spotted fish,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,366,28191f94/3/00001.png,cb-src-e9290afb8c267ea59443,cb-scene-28191f94,ordinal,A,ordinal_instance
315,cb_train-00003-of-00007_0232,CompBench,remove,remove the second crane from the left,blue sky with white clouds,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,232,790285e8/3/00003.png,cb-src-45fb14dd7c8b6f2959f9,cb-scene-790285e8,ordinal,A,ordinal_instance
316,cb_train-00004-of-00007_0145,CompBench,remove,remove the brown duck in the upper right corner of the group of ducks,floor and walls,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,145,994ed763/1/00003.png,cb-src-a7f25105a767f7c11f0b,cb-scene-994ed763,side,B,directional_instance
317,cb_train-00004-of-00007_0214,CompBench,remove,remove the second zebra in the front,two zebras and muddy ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,214,a3e85b4b/2/00043.png,cb-src-7959a3309e24bbe6c7f8,cb-scene-a3e85b4b,ordinal,A,ordinal_instance
318,cb_train-00004-of-00007_0413,CompBench,remove,remove the second horse from the left,fence and ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,413,cb170015/0/00022.png,cb-src-0591afe676e0fcbc2c0b,cb-scene-cb170015,ordinal,A,ordinal_instance
319,cb_train-00005-of-00007_0006,CompBench,remove,remove the second airplane from the left,a gray airplane and blue sky,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,6,cbdbc6c3/0/00020.png,cb-src-c34c1af1dadddb0fcb12,cb-scene-cbdbc6c3,ordinal,A,ordinal_instance
320,cb_train-00005-of-00007_0274,CompBench,replace,replace the third giraffe from the right with background,a giraffe and the ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,274,405c6000/1/00001.png,cb-src-39e63120fb0b89f16704,cb-scene-405c6000,ordinal,A,ordinal_instance
321,cb_train-00006-of-00007_0282,CompBench,multi_object_add,add a small dog on the right of the dog on the upper right and a yellow dog on the left of the yellow dog,a dog|a yellow dog,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,282,251bf059_00028.png,cb-src-d1ee303c5934749c2ff9,cb-scene-251bf059,side,A,directional_instance|multiple_edit_targets
322,cb_train-00006-of-00007_0312,CompBench,multi_object_add,add a white rabbit on the left and a white rabbit on the upper right,a white rabbit|a white rabbit,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,312,91b754c5_00013.png,cb-src-901e1d3b8cbf83ab8ffe,cb-scene-91b754c5,side,A,directional_instance|multiple_edit_targets
323,cb_train-00006-of-00007_0333,CompBench,multi_object_add,add a monkey hanging on the rope on the upper right and a monkey standing on the wood on the bottom right,a monkey|a monkey,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,333,e1b7f212_00002.png,cb-src-9584bd33e7056e6c2165,cb-scene-e1b7f212,side,A,directional_instance|multiple_edit_targets
324,cb_train-00000-of-00007_0000,CompBench,add,add a gray fish on the leftmost with its head downward,a gray fish,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,0,001ca3cb/0/00003.png,cb-src-bbe591c86b31b2261276,cb-scene-001ca3cb,extreme,B,extreme_or_superlative_instance
325,cb_train-00000-of-00007_0067,CompBench,add,add a zebra on the rightmost side facing left,a zebra,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,67,12fdc864/0/00021.png,cb-src-5ceda370c3f8442980bb,cb-scene-12fdc864,extreme,B,extreme_or_superlative_instance
326,cb_train-00000-of-00007_0072,CompBench,add,add a large elephant facing left on the rightmost distant area,a large elephant facing left,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,72,14655f54/8/00072.png,cb-src-c6125e9ee6eb1e376fb3,cb-scene-14655f54,extreme,B,extreme_or_superlative_instance
327,cb_train-00000-of-00007_0127,CompBench,add,add a black-headed white sheep on the leftmost,a black-headed white sheep,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,127,1e75004d/4/00045.png,cb-src-12bc1a124b990645a692,cb-scene-1e75004d,extreme,B,extreme_or_superlative_instance
328,cb_train-00000-of-00007_0136,CompBench,add,add a yellow dog on the rightmost side with its body facing left,a yellow dog,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,136,1fc5e086/1/00052.png,cb-src-a86ea339c89fad2ddbac,cb-scene-1fc5e086,extreme,B,extreme_or_superlative_instance
329,cb_train-00000-of-00007_0231,CompBench,add,add a zebra on the rightmost side,a zebra,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,231,3b19c5c3/1/00071.png,cb-src-2ef3941b0b34f8b68d4b,cb-scene-3b19c5c3,extreme,B,extreme_or_superlative_instance
330,cb_train-00000-of-00007_0238,CompBench,add,add a long-necked giraffe on the rightmost,a giraffe,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,238,405c6000/0/00002.png,cb-src-b2f63247589130279663,cb-scene-405c6000,extreme,B,extreme_or_superlative_instance
331,cb_train-00000-of-00007_0275,CompBench,add,add a yellow chicken on the rightmost with its head facing left,a yellow chicken,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,275,57014c7d/2/00073.png,cb-src-e124e302ddd059329b53,cb-scene-57014c7d,extreme,B,extreme_or_superlative_instance
332,cb_train-00000-of-00007_0276,CompBench,add,add a yellow chicken on the rightmost with its head facing left,a yellow chicken,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,276,57f3a53e/0/00001.png,cb-src-72bc92bcfc5daa560640,cb-scene-57f3a53e,extreme,B,extreme_or_superlative_instance
333,cb_train-00000-of-00007_0287,CompBench,add,add a yellow dog on the leftmost with its back facing and showing its butt,a yellow dog's rear part,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,287,5ba84e3f/0/00071.png,cb-src-8b694f2ea40f440626c4,cb-scene-5ba84e3f,extreme,B,extreme_or_superlative_instance
334,cb_train-00000-of-00007_0294,CompBench,add,add a yellow chicken on the rightmost,a yellow chicken,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,294,5f54d077/0/00012.png,cb-src-f82bec381cb206ad148d,cb-scene-5f54d077,extreme,B,extreme_or_superlative_instance
335,cb_train-00000-of-00007_0306,CompBench,add,add a brown monkey on the rightmost,a brown monkey,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,306,62132822/3/00023.png,cb-src-9128c2ea4e3461c26512,cb-scene-62132822,extreme,B,extreme_or_superlative_instance
336,cb_train-00000-of-00007_0314,CompBench,add,add a white sheep on the rightmost side with its body facing left,a white sheep,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,314,6ff85ca5/1/00002.png,cb-src-85a731e1886cba416c32,cb-scene-6ff85ca5,extreme,B,extreme_or_superlative_instance
337,cb_train-00000-of-00007_0327,CompBench,add,add a plane on the rightmost side with its nose pointing to the fueling rod,a plane,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,327,76303516/1/00021.png,cb-src-6889f476a34dd8684c93,cb-scene-76303516,extreme,B,extreme_or_superlative_instance
338,cb_train-00000-of-00007_0353,CompBench,add,add a white sheep with a black head facing left on the rightmost,two white sheep,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,353,7c78e351/1/00010.png,cb-src-ead22cfbdb3c37778536,cb-scene-7c78e351,extreme,B,extreme_or_superlative_instance
339,cb_train-00001-of-00007_0208,CompBench,add,add a golden fish swimming towards the water surface directly above the blue fish,a golden fish,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,208,9b5f0f47/2/00014.png,cb-src-261acd3dc4d4a4026269,cb-scene-9b5f0f47,relative,B,relative_to_neighbor
340,cb_train-00001-of-00007_0292,CompBench,add,add a small zebra with its head facing right and its front towards the front on the rightmost,a zebra,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,292,aa348c45/1/00003.png,cb-src-78cb6c50ae671a25ae61,cb-scene-aa348c45,extreme,B,extreme_or_superlative_instance
341,cb_train-00001-of-00007_0316,CompBench,add,add a yellow dog on the rightmost side with its body facing left,a yellow dog,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,316,ac7deb19/1/00019.png,cb-src-e632f7fecb898111c473,cb-scene-ac7deb19,extreme,B,extreme_or_superlative_instance
